ms_today,input_voltage,temp_mos_max,temp_mos_1,temp_mos_2,temp_mos_3,temp_motor,current_motor,current_in,d_axis_current,q_axis_current,erpm,duty_cycle,amp_hours_used,amp_hours_charged,watt_hours_used,watt_hours_charged,tachometer,tachometer_abs,encoder_position,fault_code,vesc_id,d_axis_voltage,q_axis_voltage,ms_today_setup,amp_hours_setup,amp_hours_charged_setup,watt_hours_setup,watt_hours_charged_setup,battery_level,battery_wh_tot,current_in_setup,current_motor_setup,speed_meters_per_sec,tacho_meters,tacho_abs_meters,num_vescs,ms_today_imu,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_posTime,gnss_lat,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,gnss_hAcc,gnss_vAcc
67857801,25.5,24.2,0,0,0,-84.5,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67857771,0.0003,0,0.0079,0,1.584,89.672,0,0.25,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67857832,24.6,24,0,0,0,-84.7,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67857801,0.0003,0,0.0079,0,1.535,86.902,0,0.24,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67857870,24.6,23.5,0,0,0,-80.1,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67857832,0.0003,0,0.0079,0,1.544,87.441,0,0.48,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67857947,25.4,24.5,0,0,0,-85.7,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67857870,0.0003,0,0.0079,0,1.558,88.249,0,1.05,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858029,25,23.5,0,0,0,-79.1,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67857947,0.0003,0,0.0079,0,1.569,88.864,0,0.25,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858102,24.9,23.4,0,0,0,-79.4,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858029,0.0003,0,0.0079,0,1.541,87.249,0,0.16,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858188,25.5,23.6,0,0,0,-79.1,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858103,0.0003,0,0.0079,0,1.587,89.864,0,0.77,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858268,24.8,23.6,0,0,0,-83.4,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858189,0.0003,0,0.0079,0,1.545,87.518,0,0.67,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858343,25.3,23.8,0,0,0,-83.3,0.5,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858268,0.0003,0,0.0079,0,1.577,89.326,0,1.16,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858414,24.6,24.1,0,0,0,-88.3,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858343,0.0003,0,0.0079,0,1.55,87.749,0,0.28,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858481,24.6,23.9,0,0,0,-88.9,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858414,0.0003,0,0.0079,0,1.579,89.403,0,0.94,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858522,25,24.6,0,0,0,-92.3,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858481,0.0003,0,0.0079,0,1.559,88.287,0,0.24,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858572,25.5,24.5,0,0,0,-94.6,0.43,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858522,0.0003,0,0.0079,0,1.544,87.441,0,-0.01,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858621,24.8,23.7,0,0,0,-90.2,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858577,0.0003,0,0.0079,0,1.548,87.672,0,1.1,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858653,25.1,24.2,0,0,0,-90.9,0.5,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858622,0.0003,0,0.0079,0,1.565,88.595,0,0.88,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858682,25.5,23.9,0,0,0,-90.3,0.42,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858653,0.0003,0,0.0079,0,1.582,89.595,0,0.18,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858714,25.4,23.9,0,0,0,-88,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858682,0.0003,0,0.0079,0,1.561,88.403,0,0.86,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858746,25.6,23.5,0,0,0,-83.2,0.49,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858714,0.0003,0,0.0079,0,1.537,87.018,0,0.85,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858786,25.5,24,0,0,0,-83.4,0.42,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858746,0.0003,0,0.0079,0,1.542,87.325,0,0.05,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858845,25.5,24,0,0,0,-87,0.43,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858794,0.0003,0,0.0079,0,1.558,88.249,0,-0.05,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858871,24.6,24.1,0,0,0,-89.2,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858845,0.0003,0,0.0079,0,1.558,88.21,0,1.09,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858904,24.8,24.1,0,0,0,-89.2,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858871,0.0003,0,0.0079,0,1.553,87.941,0,0.47,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858935,25.2,24,0,0,0,-91.8,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858904,0.0003,0,0.0079,0,1.585,89.749,0,0.2,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67858967,24.9,24.2,0,0,0,-92.2,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858935,0.0003,0,0.0079,0,1.543,87.364,0,0.28,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859000,25.5,24.2,0,0,0,-91.3,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67858967,0.0003,0,0.0079,0,1.572,89.018,0,0.48,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859033,25.6,23.5,0,0,0,-90.1,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859000,0.0003,0,0.0079,0,1.538,87.095,0,0.62,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859081,24.6,23.9,0,0,0,-87.9,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859033,0.0003,0,0.0079,0,1.545,87.518,0,0.18,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859128,25.4,23.6,0,0,0,-84.4,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859081,0.0003,0,0.0079,0,1.559,88.287,0,0.71,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859173,25.1,23.6,0,0,0,-83.1,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859128,0.0003,0,0.0079,0,1.538,87.095,0,0.1,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859223,24.6,24.3,0,0,0,-85,0.56,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859173,0.0003,0,0.0079,0,1.582,89.557,0,-0.07,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859252,25.4,23.7,0,0,0,-84.9,0.43,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859223,0.0003,0,0.0079,0,1.553,87.941,0,0.67,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859286,24.6,24.3,0,0,0,-87.5,0.52,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859252,0.0003,0,0.0079,0,1.539,87.172,0,0.26,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859319,24.7,24.2,0,0,0,-87.9,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859287,0.0003,0,0.0079,0,1.543,87.402,0,0.5,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859349,24.7,24.1,0,0,0,-87.7,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859319,0.0003,0,0.0079,0,1.558,88.249,0,0.97,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859389,25.4,24.3,0,0,0,-88.1,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859349,0.0003,0,0.0079,0,1.556,88.095,0,0.35,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859439,25.4,24.2,0,0,0,-88.5,0.5,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859389,0.0003,0,0.0079,0,1.541,87.287,0,0.61,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859491,25.3,24,0,0,0,-87.3,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859439,0.0003,0,0.0079,0,1.554,87.979,0,0.98,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859536,24.8,23.7,0,0,0,-86.3,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859491,0.0003,0,0.0079,0,1.579,89.403,0,0.48,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859597,25,23.8,0,0,0,-85.7,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859536,0.0003,0,0.0079,0,1.551,87.826,0,0.72,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859640,25.4,23.8,0,0,0,-84,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859597,0.0003,0,0.0079,0,1.576,89.249,0,0.03,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859693,25.5,24.2,0,0,0,-86.2,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859640,0.0003,0,0.0079,0,1.585,89.749,0,-0.3,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859724,24.8,23.8,0,0,0,-83.9,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859693,0.0003,0,0.0079,0,1.56,88.364,0,1.12,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859786,25.3,24.2,0,0,0,-84.2,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859725,0.0003,0,0.0079,0,1.566,88.672,0,0.67,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859818,24.7,24.1,0,0,0,-85,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859786,0.0003,0,0.0079,0,1.537,87.018,0,0.22,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859852,24.6,24.1,0,0,0,-84.8,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859818,0.0003,0,0.0079,0,1.55,87.787,0,0.01,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859884,25,23.5,0,0,0,-81.7,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859852,0.0003,0,0.0079,0,1.546,87.556,0,0.78,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859918,25.2,23.9,0,0,0,-82.3,0.43,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859884,0.0003,0,0.0079,0,1.576,89.249,0,0.92,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859950,25.5,23.7,0,0,0,-79.5,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859918,0.0003,0,0.0079,0,1.568,88.787,0,1.01,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67859982,24.6,24.4,0,0,0,-83.9,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859950,0.0003,0,0.0079,0,1.545,87.518,0,0.92,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860022,25.4,24.3,0,0,0,-86.3,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67859982,0.0003,0,0.0079,0,1.568,88.787,0,0.54,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860067,24.9,24.2,0,0,0,-86.6,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860022,0.0003,0,0.0079,0,1.586,89.826,0,0.73,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860117,24.7,23.9,0,0,0,-79.9,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860067,0.0003,0,0.0079,0,1.573,89.095,0,0.39,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860176,24.5,23.9,0,0,0,-79.7,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860117,0.0003,0,0.0079,0,1.581,89.518,0,0.31,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860237,25.3,23.9,0,0,0,-79.3,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860177,0.0003,0,0.0079,0,1.575,89.21,0,0.45,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860300,25.5,24.1,0,0,0,-83.8,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860237,0.0003,0,0.0079,0,1.563,88.518,0,0.3,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860362,25.4,24,0,0,0,-78,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860300,0.0003,0,0.0079,0,1.533,86.825,0,-0.01,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860425,24.8,24,0,0,0,-82.7,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860362,0.0003,0,0.0079,0,1.554,88.018,0,0.09,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860487,24.6,23.8,0,0,0,-82.6,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860426,0.0003,0,0.0079,0,1.562,88.441,0,0.73,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860549,24.8,24.4,0,0,0,-86.2,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860487,0.0003,0,0.0079,0,1.569,88.826,0,0.42,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860615,25.4,23.4,0,0,0,-78.5,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860549,0.0003,0,0.0079,0,1.588,89.903,0,0.23,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860675,25.5,23.3,0,0,0,-76.8,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860615,0.0003,0,0.0079,0,1.556,88.095,0,0.55,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860748,24.8,24,0,0,0,-83.3,0.48,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860676,0.0003,0,0.0079,0,1.563,88.518,0,0.57,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860798,24.8,23.6,0,0,0,-78.9,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860748,0.0003,0,0.0079,0,1.565,88.633,0,0.66,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860864,25.4,23.4,0,0,0,-78.2,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860798,0.0003,0,0.0079,0,1.554,87.979,0,1.12,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860927,25.4,23.7,0,0,0,-74.5,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860864,0.0003,0,0.0079,0,1.551,87.826,0,0.78,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67860999,25.4,24.2,0,0,0,-81.7,0.5,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860928,0.0003,0,0.0079,0,1.558,88.21,0,0.68,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67861076,24.7,24.6,0,0,0,-85.2,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67860999,0.0003,0,0.0079,0,1.538,87.095,0,0.99,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67861168,24.9,24,0,0,0,-85.3,0.46,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67861077,0.0003,0,0.0079,0,1.578,89.364,0,0.43,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67861262,25.2,24.2,0,0,0,-83,0.47,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67861168,0.0003,0,0.0079,0,1.561,88.403,0,0.76,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67861355,24.9,24.1,0,0,0,-89.3,0.45,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67861262,0.0003,0,0.0079,0,1.573,89.095,0,0.74,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
67861447,24.7,24,0,0,0,-87.4,0.44,0,0,0,0,0,0.0003,0,0.0079,0,2066,2066,0,0,24,0,0,67861355,0.0003,0,0.0079,0,1.554,87.979,0,1.42,0,4.275,4.275,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
